CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
9532107,3,1,4,-,44,3,-,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9554135,2,1,4,F,43,3,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9555213,2,1,4,-,50,3,-,N,B,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9561029,1,1,4,M,65,4,1,P,A,2,"SAN FRANCISCO","SAN FRANCISCO",2023
9561234,2,1,2,M,33,0,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9561234,2,2,4,M,44,3,-,M,A,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9561242,2,1,4,M,58,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9561254,2,1,4,M,39,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9561267,1,1,2,F,998,0,3,B,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9561267,2,1,4,M,39,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9561310,2,1,4,M,55,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9561314,1,1,4,-,13,4,-,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9561317,1,1,4,F,65,3,1,P,V,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9561317,2,1,2,F,77,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9567978,1,1,4,M,19,3,1,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9567986,2,1,2,F,28,3,2,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9568554,2,1,4,M,24,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9572290,1,1,4,M,51,3,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2023
9572416,2,1,4,F,27,4,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2023
9572419,2,1,3,F,35,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9572428,1,1,3,F,27,2,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9572465,2,1,4,M,50,3,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9572468,2,1,4,M,27,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9573282,1,1,4,M,63,3,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9573294,1,1,5,-,40,3,-,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9573299,2,1,4,M,40,4,-,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9573316,2,1,4,-,36,3,-,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9573320,2,1,4,M,57,4,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9573331,2,1,4,M,31,4,1,P,B,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9573411,1,1,4,M,60,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9573411,2,1,2,F,2,0,5,Q,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9573411,2,2,2,F,49,0,3,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9573411,2,3,2,M,50,0,1,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9573483,2,1,4,M,51,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9573809,2,1,4,-,58,4,-,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9574277,2,1,4,-,51,4,5,P,N,2,"SAN FRANCISCO","SAN FRANCISCO",2022
9576025,2,1,4,M,45,4,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9576029,2,1,4,M,23,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9576037,1,1,4,-,33,4,2,W,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9576079,1,1,1,-,26,4,-,-,V,2,"SAN FRANCISCO","SAN FRANCISCO",2023
9576079,3,1,4,-,25,4,-,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9576093,1,1,4,F,42,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9576098,2,1,4,M,34,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9576120,1,1,4,M,29,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9576313,1,1,4,F,32,3,1,P,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9580137,1,1,4,M,30,3,-,M,W,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9580137,2,1,2,F,46,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9589420,2,1,4,-,27,3,-,P,N,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9591070,2,1,4,M,29,2,1,P,X,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9591076,1,1,4,M,52,2,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9591112,1,1,4,M,54,3,1,P,V,3,"SAN FRANCISCO","SAN FRANCISCO",2023
9591115,2,1,4,M,34,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9591116,2,1,4,M,26,4,1,M,G,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9591700,2,1,4,-,54,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9591720,1,1,4,M,63,3,1,P,A,2,"SAN FRANCISCO","SAN FRANCISCO",2023
9593754,1,1,4,M,28,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9593754,2,1,4,M,43,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9593754,2,2,2,-,10,4,2,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9593754,2,3,2,-,8,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9602188,1,1,4,F,44,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9602211,1,1,2,-,39,0,6,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9602211,1,2,2,M,33,3,4,P,G,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9602217,1,1,2,M,31,0,4,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9602217,1,2,2,F,24,0,6,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9602217,1,3,2,-,34,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9602217,2,1,4,M,34,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9602237,2,1,4,M,61,4,-,P,Y,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9602240,2,1,4,M,27,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9602299,1,1,2,M,73,2,2,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9603687,2,1,4,M,27,2,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9603799,1,1,4,M,51,4,-,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9603809,2,1,4,F,23,4,-,P,N,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9603830,1,1,4,M,33,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9605307,2,1,4,M,69,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9610657,1,1,2,-,9,3,7,P,Y,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9610657,1,2,4,-,46,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9610712,2,1,4,M,36,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9616996,1,1,4,M,18,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9616998,2,1,4,M,29,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9617886,1,1,2,M,39,0,3,M,P,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9617886,2,1,4,M,15,3,1,P,V,2,"SAN FRANCISCO","SAN FRANCISCO",2023
9625579,1,1,4,M,52,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9626021,1,1,4,M,29,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9626063,1,1,4,M,32,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9626173,2,1,4,M,48,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9626183,1,1,3,M,27,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9626201,1,1,4,M,26,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9626208,1,1,4,F,39,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9626208,2,1,2,F,27,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9626218,1,1,3,M,49,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9626218,2,1,4,-,27,2,-,-,W,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9626220,1,1,4,M,36,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9626234,2,1,2,M,51,4,2,P,V,2,"SAN FRANCISCO","SAN FRANCISCO",2023
9626236,1,1,4,M,69,2,1,P,Y,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9626291,1,1,4,F,36,3,1,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9626403,2,1,4,M,29,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9633448,1,1,4,M,19,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9633459,1,1,4,M,63,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9633687,2,1,4,M,30,2,-,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9633690,2,1,4,M,31,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9633705,1,1,4,M,72,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633728,1,1,2,M,61,0,3,M,E,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633728,2,1,4,M,18,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633739,1,1,4,F,59,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633755,2,1,4,M,18,4,1,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633761,2,1,4,M,70,4,-,-,W,3,"SAN FRANCISCO","SAN FRANCISCO",2023
9633765,1,1,4,-,33,4,-,P,Y,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633769,1,1,4,F,30,3,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633769,2,1,4,-,998,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9633771,1,1,4,M,55,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633771,2,1,2,F,3,0,4,M,Q,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633773,1,1,4,M,36,4,-,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633781,1,1,4,M,30,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9633793,2,1,4,M,32,4,1,P,A,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9633802,2,1,4,-,34,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9633802,2,2,2,M,5,0,7,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633816,1,1,4,M,30,3,-,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9633821,1,1,4,F,31,4,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9633843,2,1,4,M,34,3,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9634263,1,1,4,M,54,3,2,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9634266,1,1,4,M,43,3,-,P,A,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9634267,1,1,4,M,50,2,1,P,A,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9634704,1,1,4,M,35,3,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9634728,2,1,4,M,63,3,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9634732,2,1,4,M,25,3,-,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9634740,2,1,4,M,45,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9634744,2,1,4,F,25,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9634747,2,1,4,M,32,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9634748,2,1,4,-,42,4,-,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2023
9634800,1,1,4,-,54,4,-,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9634855,2,1,4,M,71,3,-,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9635987,1,1,4,M,27,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9635996,2,1,4,M,60,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9636275,1,1,4,-,41,3,-,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9636284,2,1,4,M,25,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9636292,1,1,5,-,38,4,-,P,A,3,"SAN FRANCISCO","SAN FRANCISCO",2023
9636292,2,1,4,-,53,4,-,P,A,3,"SAN FRANCISCO","SAN FRANCISCO",2023
9636294,2,1,4,M,32,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9636306,1,1,4,M,23,4,2,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9641807,1,1,4,M,26,4,-,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9641824,1,1,4,M,54,2,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9642054,2,1,4,F,24,3,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9646226,2,1,4,F,62,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9649631,2,1,4,M,48,2,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9649632,1,1,4,F,47,3,-,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9649632,2,1,2,M,6,0,6,M,Q,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9650254,2,1,4,-,36,4,-,P,V,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9650255,2,1,4,-,34,4,-,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9650266,1,1,4,M,44,2,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9650268,2,1,3,F,29,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9650469,2,1,3,F,72,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9650469,3,1,3,M,81,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9650665,1,1,2,-,62,0,3,M,C,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9650665,2,1,4,M,33,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9650693,1,1,4,-,20,3,-,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9655621,1,1,4,M,24,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9655621,2,1,2,-,998,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9672911,2,1,4,M,25,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2023
6546014,1,1,4,M,28,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6546092,2,1,4,M,32,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6546115,1,1,4,M,35,2,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6546143,1,1,4,F,43,4,0,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6546149,2,1,4,M,24,4,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6546215,2,1,4,M,25,4,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6547488,1,1,4,M,39,4,0,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6556982,1,1,4,M,61,4,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6557014,1,1,4,M,48,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6557014,2,1,1,M,62,2,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6557034,1,1,4,-,36,2,9,W,-,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6557053,1,1,4,F,37,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6557054,1,1,2,F,60,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6557054,1,2,2,F,998,0,6,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6557054,2,1,4,F,35,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6557063,1,1,4,M,44,3,1,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6557087,2,1,4,M,23,4,1,P,A,2,"SAN FRANCISCO","SAN FRANCISCO",2014
6563702,2,1,4,F,27,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6565852,1,1,4,F,26,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6565852,2,1,2,F,10,0,5,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6565859,2,1,4,M,25,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6565870,2,1,4,M,26,3,1,N,-,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6565940,1,1,4,M,23,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6565981,2,1,4,M,50,3,9,W,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6565989,1,1,4,M,33,2,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6866923,1,1,4,M,37,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6970910,1,1,4,M,17,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6997224,1,1,1,M,38,3,1,L,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6997224,2,1,4,M,38,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6997224,3,1,1,M,42,3,1,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6997224,3,2,2,M,17,0,3,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6997224,3,3,2,F,16,0,4,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6997285,2,1,4,F,29,4,0,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6997412,1,1,4,F,22,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6997451,2,1,4,F,20,3,1,V,-,2,"SAN FRANCISCO","SAN FRANCISCO",2014
6997504,2,1,4,M,28,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6997884,2,1,4,M,31,4,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6997910,1,1,4,F,54,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
7004033,1,1,4,M,39,3,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7004073,1,1,4,M,57,3,1,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2014
7004084,2,1,3,M,20,2,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7006982,1,1,4,M,29,3,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2014
7006999,2,1,4,M,19,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7008031,1,1,4,M,29,4,1,W,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7008082,1,1,4,F,39,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
7008119,1,1,2,M,3,0,5,M,Q,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7008119,1,2,2,F,45,0,4,M,P,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7008119,2,1,4,M,38,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7008133,2,1,4,F,46,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7008140,2,1,4,M,29,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7008158,1,1,4,-,22,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7009971,1,1,4,M,28,3,1,N,V,2,"SAN FRANCISCO","SAN FRANCISCO",2014
7009971,2,1,2,F,55,0,6,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7009995,1,1,4,M,30,3,0,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7009995,2,1,2,F,65,0,2,M,C,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7010014,1,1,2,F,11,0,3,M,Q,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7010014,1,2,2,M,10,0,4,L,Q,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7010014,2,1,4,F,35,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7010033,1,1,4,M,52,3,1,-,-,2,"SAN FRANCISCO","SAN FRANCISCO",2014
7010043,1,1,4,F,26,4,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2014
7010043,2,1,2,M,29,0,6,M,B,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7010043,2,2,2,M,32,0,4,M,B,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7010045,1,1,2,-,63,0,2,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7010045,1,2,2,M,21,0,4,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7010045,1,3,2,F,27,0,6,M,G,1,"SAN FRANCISCO","SAN FRANCISCO",2014
7010045,2,1,4,F,30,4,1,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
7010048,1,1,4,M,25,4,1,-,V,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7014850,2,1,4,M,45,4,1,P,V,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7014882,2,1,4,M,41,2,1,M,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
7014882,2,2,2,M,41,0,2,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7014882,2,3,2,M,42,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7014930,2,1,4,M,33,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
7014983,2,1,4,M,37,3,1,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
7014995,1,1,4,M,39,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7014995,2,1,2,F,50,0,3,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7015017,2,1,4,M,24,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2014
7015051,1,1,4,F,48,4,0,N,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7015092,2,1,4,M,51,4,1,N,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7015128,2,1,4,F,29,3,1,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7015202,2,1,4,F,33,3,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
7015350,2,1,4,M,62,4,1,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2014
7023481,2,1,4,M,36,4,1,-,V,1,"SAN FRANCISCO","SAN FRANCISCO",2014
7025165,1,1,4,M,12,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2015
7025282,2,1,4,M,29,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2015
7025286,2,1,4,F,28,4,1,P,V,2,"SAN FRANCISCO","SAN FRANCISCO",2015
7025346,1,1,4,M,36,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2015
7025449,2,1,4,M,43,3,9,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2015
7025507,2,1,4,M,58,4,1,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2015
7025512,1,1,4,M,27,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2015
7025512,2,1,2,F,47,4,3,M,G,3,"SAN FRANCISCO","SAN FRANCISCO",2015
7025520,1,1,2,M,49,0,3,M,B,0,"SAN FRANCISCO","SAN FRANCISCO",2015
7025520,2,1,4,M,45,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2015
7025575,2,1,4,F,24,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2015
7025585,2,1,1,M,26,3,1,W,-,1,"SAN FRANCISCO","SAN FRANCISCO",2015
7027549,1,1,4,M,44,2,1,P,B,1,"SAN FRANCISCO","SAN FRANCISCO",2015
7027549,2,1,2,F,2,0,5,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2015
7029115,1,1,4,M,28,4,9,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2015
7029189,2,1,4,M,67,3,1,P,V,3,"SAN FRANCISCO","SAN FRANCISCO",2015
7009268,1,1,4,F,37,4,1,N,V,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6854263,1,1,4,M,55,1,1,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6811949,1,1,4,M,35,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2015
6579886,1,1,4,F,25,3,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6573160,2,1,4,M,26,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6546230,2,1,4,M,34,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6546221,1,1,4,M,34,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6518602,1,1,4,-,23,2,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6367349,1,1,4,F,25,3,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2014
6361004,1,1,4,F,39,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6347696,1,1,4,M,26,3,1,P,V,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6347696,2,1,4,M,53,4,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2014
9670643,1,1,4,M,30,4,1,P,A,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9659710,2,1,4,M,53,3,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9651680,2,1,5,F,27,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
7029226,2,1,4,M,58,3,9,-,W,0,"SAN FRANCISCO","SAN FRANCISCO",2015
7029241,3,1,4,F,24,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2015
7029241,4,1,2,F,44,0,2,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2015
7029249,1,1,4,M,41,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2015
7029317,1,1,2,F,37,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2015
